"","revenue_category","subcategory","category","fiscal_year","Categorical.Citywide.Rev","FY_CPI","Adjusted.Categorical.Citywide.Rev"
"905","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2013,1895000,230.608,2543867
"906","State Grants and Contracts--Categorical","Housing","Housing",2013,2820000,230.608,3785596
"907","State Grants and Contracts--Categorical","Health","Health",2013,494823000,230.608,664255375
"908","State Grants and Contracts--Categorical","City University","City University",2013,200461000,230.608,269100864
"909","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2013,1.43e+08,230.608,191964639
"910","Non-Governmental Grants","General Government","General Government",2013,426223000,230.608,572166045
"911","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2013,283613000,230.608,380724945
"912","Non-Governmental Grants","Education","Education",2013,121244000,230.608,162759166
"913","Non-Governmental Grants","Social Services","Social Services",2013,206000,230.608,276536
"914","Non-Governmental Grants","Environmental Protection","Environmental Protection",2013,11088000,230.608,14884643
"915","Non-Governmental Grants","Transportation Services","Transportation Services",2013,1339000,230.608,1797487
"916","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2013,11683000,230.608,15683377
"917","Non-Governmental Grants","Housing","Housing",2013,5450000,230.608,7316135
"918","Non-Governmental Grants","Health","Health",2013,1668000,230.608,2239140
"919","Non-Governmental Grants","Libraries","Libraries",2013,0,230.608,0
"920","Non-Governmental Grants","City University","City University",2013,8411000,230.608,11291011
"921","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2013,-59202000,230.608,-79473361
"922","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2013,0,230.608,0
"923","Charges for Services","General Government Charges","General Government Charges",2013,871676000,230.608,1170146635
"924","Charges for Services","Water and Sewer","Water and Sewer",2013,1361055000,230.608,1827093929
"925","Charges for Services","Housing","Housing",2013,42280000,230.608,56757097
"926","Charges for Services","Rental Income","Rental Income",2013,296753000,230.608,398364214
"927","Investment Income","Investment Income","Investment Income",2013,16196000,230.608,21741673
"928","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2013,64696000,230.608,86848561
"929","Licenses, Permits, Privileges and Franchises","Permits","Permits",2013,204191000,230.608,274108053
"930","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2013,323703000,230.608,434542165
"931","Fines and Forfeitures","Fines","Fines",2013,811355000,230.608,1089171117
"932","Fines and Forfeitures","Forfeitures","Forfeitures",2013,3372000,230.608,4526607
"933","Miscellaneous","Miscellaneous","Miscellaneous",2013,545253000,230.608,731953115
"934","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2013,191547000,230.608,257134620
"935","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2013,86115000,230.608,115601643
"936","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2013,229538000,230.608,308134121
"937","Taxes","Real Estate Taxes","Real Estate Taxes",2012,18157722000,226.596,24806682723
"938","Taxes","Sales and Use Taxes","General Sales",2012,5826046000,226.596,7959416641
"939","Taxes","Sales and Use Taxes","Cigarette",2012,67561000,226.596,92300361
"940","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2012,53675000,226.596,73329611
"941","Taxes","Sales and Use Taxes","Mortgage",2012,536737000,226.596,733278352
"942","Taxes","Sales and Use Taxes","Stock Transfer",2012,0,226.596,0
"943","Taxes","Sales and Use Taxes","Auto Use",2012,28088000,226.596,38373211
"944","Taxes","Sales and Use Taxes","Other",2012,0,226.596,0
"945","Taxes","Personal Income Taxes","Personal Income Taxes",2012,8557002000,226.596,11690389008
"946","Taxes","Income Taxes, Other","General Corporation",2012,2845794000,226.596,3887861531
"947","Taxes","Income Taxes, Other","Financial Corporation",2012,1421401000,226.596,1941886963
"948","Taxes","Income Taxes, Other","Unincorporated Business",2012,1688318000,226.596,2306543131
"949","Taxes","Income Taxes, Other","Pass-through Entity Tax",2012,0,226.596,0
"950","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2012,123792000,226.596,169121923
"951","Taxes","Income Taxes, Other","Utility",2012,419576000,226.596,573215556
"952","Taxes","Other Taxes","Payments in Lieu of Taxes",2012,261128000,226.596,356747363
"953","Taxes","Other Taxes","Hotel Room Occupancy",2012,485258000,226.596,662948868
"954","Taxes","Other Taxes","Commercial Rents",2012,673326000,226.596,919883257
"955","Taxes","Other Taxes","Horse Race Admissions",2012,22000,226.596,30056
"956","Taxes","Other Taxes","Conveyance of Real Property",2012,917652000,226.596,1253676095
"957","Taxes","Other Taxes","Beer and Liquor Excise",2012,22733000,226.596,31057327
"958","Taxes","Other Taxes","Taxi Medallion Transfer",2012,8003000,226.596,10933524
"959","Taxes","Other Taxes","Off-Track Betting Surtax",2012,1128000,226.596,1541049
"960","Taxes","Other Taxes","Surcharge on Liquor Licenses",2012,5759000,226.596,7867820
"961","Taxes","Other Taxes","Coin-operated Amusement Devices",2012,0,226.596,0
"962","Taxes","Other Taxes","Refunds of Other Taxes",2012,-31422000,226.596,-42928049
"963","Taxes","Other Taxes","Other",2012,0,226.596,0
"964","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2012,42494000,226.596,58054374
"965","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2012,-407000,226.596,-556034
"966","Federal Grants and Contracts--Categorical","General Government","General Government",2012,411744000,226.596,562515649
"967","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2012,291806000,226.596,398658976
"968","Federal Grants and Contracts--Categorical","Education","Education",2012,1860509000,226.596,2541786710
"969","Federal Grants and Contracts--Categorical","Social Services","Social Services",2012,3362564000,226.596,4593861404
"970","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2012,26945000,226.596,36811670
"971","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2012,87728000,226.596,119852075
"972","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2012,13046000,226.596,17823160
"973","Federal Grants and Contracts--Categorical","Housing","Housing",2012,522728000,226.596,714139563
"974","Federal Grants and Contracts--Categorical","Health","Health",2012,420758000,226.596,574830378
"975","Federal Grants and Contracts--Categorical","Libraries","Libraries",2012,0,226.596,0
"976","Federal Grants and Contracts--Categorical","City University","City University",2012,0,226.596,0
"977","State Grants and Contracts--Categorical","General Government","General Government",2012,351598000,226.596,480345499
"978","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2012,70658000,226.596,96531414
"979","State Grants and Contracts--Categorical","Education","Education",2012,8011639000,226.596,10945326003
"980","State Grants and Contracts--Categorical","Social Services","Social Services",2012,1568400000,226.596,2142713782
"981","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2012,4941000,226.596,6750286
"982","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2012,167427000,226.596,228735106
"983","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2012,1296000,226.596,1770567
"984","State Grants and Contracts--Categorical","Housing","Housing",2012,3708000,226.596,5065789
"985","State Grants and Contracts--Categorical","Health","Health",2012,535597000,226.596,731720909
"986","State Grants and Contracts--Categorical","City University","City University",2012,178590000,226.596,243985753
"987","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2012,219921000,226.596,300451261
"988","Non-Governmental Grants","General Government","General Government",2012,455264000,226.596,621971721
"989","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2012,314376000,226.596,429493616
"990","Non-Governmental Grants","Education","Education",2012,80973000,226.596,110623542
"991","Non-Governmental Grants","Social Services","Social Services",2012,6000,226.596,8197
"992","Non-Governmental Grants","Environmental Protection","Environmental Protection",2012,24667000,226.596,33699516
"993","Non-Governmental Grants","Transportation Services","Transportation Services",2012,1256000,226.596,1715920
"994","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2012,11900000,226.596,16257520
"995","Non-Governmental Grants","Housing","Housing",2012,31079000,226.596,42459450
"996","Non-Governmental Grants","Health","Health",2012,9588000,226.596,13098916
"997","Non-Governmental Grants","Libraries","Libraries",2012,0,226.596,0
"998","Non-Governmental Grants","City University","City University",2012,9605000,226.596,13122141
"999","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2012,166018000,226.596,226810161
"1000","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2012,2.5e+07,226.596,34154453
"1001","Charges for Services","General Government Charges","General Government Charges",2012,850005000,226.596,1161258243
"1002","Charges for Services","Water and Sewer","Water and Sewer",2012,1373038000,226.596,1875814490
"1003","Charges for Services","Housing","Housing",2012,24201000,226.596,33062877
"1004","Charges for Services","Rental Income","Rental Income",2012,291225000,226.596,397865226
"1005","Investment Income","Investment Income","Investment Income",2012,16221000,226.596,22160775
"1006","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2012,64116000,226.596,87593877
"1007","Licenses, Permits, Privileges and Franchises","Permits","Permits",2012,190358000,226.596,260062937
"1008","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2012,328780000,226.596,449172046
"1009","Fines and Forfeitures","Fines","Fines",2012,854677000,226.596,1167641027
"1010","Fines and Forfeitures","Forfeitures","Forfeitures",2012,3885000,226.596,5307602
"1011","Miscellaneous","Miscellaneous","Miscellaneous",2012,1133029000,226.596,1547919443
"1012","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2012,201830000,226.596,275735732
"1013","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2012,88133000,226.596,120405377
"1014","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2012,209446000,226.596,286140545
"1015","Taxes","Real Estate Taxes","Real Estate Taxes",2011,17086484000,221.237,23908620145
"1016","Taxes","Sales and Use Taxes","General Sales",2011,5610243000,221.237,7850249871
"1017","Taxes","Sales and Use Taxes","Cigarette",2011,69795000,221.237,97662114
"1018","Taxes","Sales and Use Taxes","Commercial Motor Vehicle",2011,47720000,221.237,66773208
"1019","Taxes","Sales and Use Taxes","Mortgage",2011,434418000,221.237,607868473
"1020","Taxes","Sales and Use Taxes","Stock Transfer",2011,0,221.237,0
"1021","Taxes","Sales and Use Taxes","Auto Use",2011,28039000,221.237,39234157
"1022","Taxes","Sales and Use Taxes","Other",2011,0,221.237,0
"1023","Taxes","Personal Income Taxes","Personal Income Taxes",2011,8165972000,221.237,11426407134
"1024","Taxes","Income Taxes, Other","General Corporation",2011,2898760000,221.237,4056150565
"1025","Taxes","Income Taxes, Other","Financial Corporation",2011,1519450000,221.237,2126122196
"1026","Taxes","Income Taxes, Other","Unincorporated Business",2011,1733426000,221.237,2425532590
"1027","Taxes","Income Taxes, Other","Pass-through Entity Tax",2011,0,221.237,0
"1028","Taxes","Income Taxes, Other","Personal Income- (Non-Resident City Employees)",2011,120192000,221.237,168181170
"1029","Taxes","Income Taxes, Other","Utility",2011,433471000,221.237,606543364
"1030","Taxes","Other Taxes","Payments in Lieu of Taxes",2011,276082000,221.237,386313513
"1031","Taxes","Other Taxes","Hotel Room Occupancy",2011,431980000,221.237,604457051
"1032","Taxes","Other Taxes","Commercial Rents",2011,630670000,221.237,882478190
"1033","Taxes","Other Taxes","Horse Race Admissions",2011,20000,221.237,27985
"1034","Taxes","Other Taxes","Conveyance of Real Property",2011,798977000,221.237,1117985280
"1035","Taxes","Other Taxes","Beer and Liquor Excise",2011,23617000,221.237,33046581
"1036","Taxes","Other Taxes","Taxi Medallion Transfer",2011,11009000,221.237,15404574
"1037","Taxes","Other Taxes","Off-Track Betting Surtax",2011,1272000,221.237,1779873
"1038","Taxes","Other Taxes","Surcharge on Liquor Licenses",2011,5487000,221.237,7677800
"1039","Taxes","Other Taxes","Coin-operated Amusement Devices",2011,0,221.237,0
"1040","Taxes","Other Taxes","Refunds of Other Taxes",2011,-23366000,221.237,-32695364
"1041","Taxes","Other Taxes","Other",2011,0,221.237,0
"1042","Taxes","Penalties and Interest on Delinquent Taxes","Penalties and Interest on Real Estate Taxes",2011,46857000,221.237,65565637
"1043","Taxes","Penalties and Interest on Delinquent Taxes","Refunds--Penalties and Interest on Other Taxes",2011,-771000,221.237,-1078838
"1044","Federal Grants and Contracts--Categorical","General Government","General Government",2011,461414000,221.237,645643191
"1045","Federal Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2011,299543000,221.237,419141808
"1046","Federal Grants and Contracts--Categorical","Education","Education",2011,2761498000,221.237,3864083840
"1047","Federal Grants and Contracts--Categorical","Social Services","Social Services",2011,3290895000,221.237,4604853666
"1048","Federal Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2011,7833000,221.237,10960489
"1049","Federal Grants and Contracts--Categorical","Transportation Services","Transportation Services",2011,102798000,221.237,143842252
"1050","Federal Grants and Contracts--Categorical","Parks, Recreation, and Cultural Activities","Parks, Recreation, and Cultural Activities",2011,1442000,221.237,2017749
"1051","Federal Grants and Contracts--Categorical","Housing","Housing",2011,483787000,221.237,676949079
"1052","Federal Grants and Contracts--Categorical","Health","Health",2011,304615000,221.237,426238911
"1053","Federal Grants and Contracts--Categorical","Libraries","Libraries",2011,0,221.237,0
"1054","Federal Grants and Contracts--Categorical","City University","City University",2011,32836000,221.237,45946460
"1055","State Grants and Contracts--Categorical","General Government","General Government",2011,518005000,221.237,724829332
"1056","State Grants and Contracts--Categorical","Public Safety and Judicial","Public Safety and Judicial",2011,130013000,221.237,181923410
"1057","State Grants and Contracts--Categorical","Education","Education",2011,8110198000,221.237,11348364197
"1058","State Grants and Contracts--Categorical","Social Services","Social Services",2011,1780578000,221.237,2491511012
"1059","State Grants and Contracts--Categorical","Environmental Protection","Environmental Protection",2011,10215000,221.237,14293552
"1060","State Grants and Contracts--Categorical","Transportation Services","Transportation Services",2011,152532000,221.237,213433592
"1061","State Grants and Contracts--Categorical","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2011,1064000,221.237,1488824
"1062","State Grants and Contracts--Categorical","Housing","Housing",2011,1718000,221.237,2403947
"1063","State Grants and Contracts--Categorical","Health","Health",2011,397240000,221.237,555846379
"1064","State Grants and Contracts--Categorical","City University","City University",2011,153802000,221.237,215210666
"1065","State Grants and Contracts--Categorical","General Debt Service Fund","General Debt Service Fund",2011,0,221.237,0
"1066","Non-Governmental Grants","General Government","General Government",2011,505560000,221.237,707415405
"1067","Non-Governmental Grants","Public Safety and Judicial","Public Safety and Judicial",2011,301750000,221.237,422229999
"1068","Non-Governmental Grants","Education","Education",2011,106145000,221.237,148525612
"1069","Non-Governmental Grants","Social Services","Social Services",2011,199000,221.237,278455
"1070","Non-Governmental Grants","Environmental Protection","Environmental Protection",2011,20952000,221.237,29317524
"1071","Non-Governmental Grants","Transportation Services","Transportation Services",2011,1853000,221.237,2592849
"1072","Non-Governmental Grants","Parks, Recreation and Cultural Activities","Parks, Recreation and Cultural Activities",2011,14354000,221.237,20085135
"1073","Non-Governmental Grants","Housing","Housing",2011,9293000,221.237,13003425
"1074","Non-Governmental Grants","Health","Health",2011,284969000,221.237,398748834
"1075","Non-Governmental Grants","Libraries","Libraries",2011,0,221.237,0
"1076","Non-Governmental Grants","City University","City University",2011,9820000,221.237,13740840
"1077","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid","Provision for Disallowances Federal, State and Other Aid",2011,-111659000,221.237,-156241191
"1078","Unrestricted Federal and State Aid","Intergovernmental Aid","Intergovernmental Aid",2011,38997000,221.237,54567368
"1079","Charges for Services","General Government Charges","General Government Charges",2011,776041000,221.237,1085891602
"1080","Charges for Services","Water and Sewer","Water and Sewer",2011,1294533000,221.237,1811402379
"1081","Charges for Services","Housing","Housing",2011,20705000,221.237,28971904
"1082","Charges for Services","Rental Income","Rental Income",2011,253403000,221.237,354579448
"1083","Investment Income","Investment Income","Investment Income",2011,20786000,221.237,29085245
"1084","Licenses, Permits, Privileges and Franchises","Licenses","Licenses",2011,57027000,221.237,79796223
"1085","Licenses, Permits, Privileges and Franchises","Permits","Permits",2011,160422000,221.237,224473839
"1086","Licenses, Permits, Privileges and Franchises","Privileges and Franchises","Privileges and Franchises",2011,307221000,221.237,429885411
"1087","Fines and Forfeitures","Fines","Fines",2011,816664000,221.237,1142734185
"1088","Fines and Forfeitures","Forfeitures","Forfeitures",2011,3431000,221.237,4800899
"1089","Miscellaneous","Miscellaneous","Miscellaneous",2011,562542000,221.237,787148661
"1090","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales","Pollution Remediation-Bond Sales",2011,267801000,221.237,374726151
"1091","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund","Transfer from General Debt Service Fund",2011,67503000,221.237,94454985
"1092","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund","Transfer from Nonmajor Debt Service Fund",2011,177755000,221.237,248727402
